"","range","newsC","newsP","blogsC","blogsP","twitterC","twitterP"
"251",251,0.913365486837194,0.0309716889968398,0.92047427184138,0.0224631829891952,0.916014173569016,0.0142389042921774
"252",252,0.913162522729496,0.0308802789312857,0.920320704800629,0.0224042245036593,0.915898646751605,0.0142089996026948
"253",253,0.91297330519483,0.0307953981561284,0.920126305366398,0.0223298855436357,0.915724666126183,0.0141641425684711
"254",254,0.912776030320088,0.0307072527357727,0.919971514683887,0.0222709270580997,0.915599901108518,0.0141321018297398
"255",255,0.912548634277969,0.0306060487346235,0.919843138702826,0.0222222222222222,0.915499694580497,0.0141064692387548
"256",256,0.912312978740289,0.030501580088276,0.919673557915576,0.0221581369118571,0.915340409597471,0.0140658843030285
"257",257,0.912083792178154,0.0304003760871269,0.919564600597212,0.0221171223132234,0.915205748856403,0.0140317075150485
"258",258,0.911957618275688,0.0303448771187547,0.919414199064489,0.022060727240102,0.915112807959186,0.0140082109733122
"259",259,0.911793699056096,0.0302730549243908,0.919276938380221,0.0220094589918099,0.91498557722971,0.0139761702345809
"260",260,0.911591745725827,0.0301849095040351,0.919166704218282,0.0219684443931762,0.914857853357872,0.0139441294958497
"261",261,0.911441573079266,0.0301196166000679,0.918993798317556,0.021904359082811,0.914678349537991,0.0138992724616259
"262",262,0.911268210310554,0.0300445297605056,0.918806341720263,0.0218351469476167,0.914541058704324,0.0138650956736459
"263",263,0.911048784970444,0.0299498550497532,0.918687861276904,0.0217915689365684,0.914403241852138,0.0138309188856658
"264",264,0.910896879562577,0.029884562145786,0.918554936540608,0.0217428641006908,0.914282191840269,0.0138010141961833
"265",265,0.910691027519368,0.0297964167254303,0.918456619585365,0.0217069763268864,0.91409992642316,0.0137561571619595
"266",266,0.910515007849986,0.029721329885868,0.918329733255141,0.0216608349034234,0.91399538024235,0.0137305245709745
"267",267,0.910361369680813,0.0296560369819008,0.918244823157431,0.0216300739544482,0.913855459316084,0.0136963477829945
"268",268,0.910191732348909,0.0295842147875369,0.918124081636909,0.0215864959433999,0.9136974565032,0.013657898896517
"269",269,0.910021459671194,0.029512392593173,0.917967242684498,0.0215301008702785,0.913574105160307,0.0136279942070344
"270",270,0.909702949263709,0.0293785421400402,0.917816974156314,0.0214762692095718,0.913379544060298,0.0135810011235619
"271",271,0.909601582727281,0.0293361017524615,0.917702058234601,0.0214352546109381,0.913326284685168,0.0135681848280694
"272",272,0.909405925096425,0.0292544856225025,0.917579507852349,0.0213916765998898,0.91321046198234,0.0135404161878356
"273",273,0.909209545481692,0.0291728694925436,0.91742032802005,0.0213352815267684,0.913076327259792,0.0135083754491044
"274",274,0.909083400458581,0.0291206351693698,0.917267825015611,0.0212814498660617,0.912968624967864,0.0134827428581193
"275",275,0.908893489819392,0.0290422836846092,0.917100186094631,0.0212224913805258,0.912851520094894,0.0134549742178856
"276",276,0.908734653366299,0.028976990780642,0.916946565852063,0.021168659719819,0.912679742172023,0.0134143892821593
"277",277,0.908615092836152,0.0289280211026666,0.916763019588217,0.0211045744094539,0.912525487241092,0.0133780764449305
"278",278,0.908495099115679,0.0288790514246912,0.916586176753137,0.0210430525115033,0.912397993502356,0.013348171755448
"279",279,0.90831847297984,0.0288072292303272,0.916438275705747,0.0209917842632112,0.912288318640979,0.013322539164463
"280",280,0.908141211498188,0.0287354070359633,0.916289842640202,0.0209405160149191,0.912159904369833,0.0132926344749805
"281",281,0.907930969793003,0.028650526260806,0.916193015335796,0.0209071916535292,0.912031029832483,0.0132627297854979
"282",282,0.907744322520941,0.0285754394212437,0.916058467944124,0.0208610502300663,0.91188321862842,0.0132285529975179
"283",283,0.907589586936274,0.0285134111624749,0.915923441736111,0.0208149088066034,0.911762694635071,0.0132007843572841
"284",284,0.907393438356381,0.0284350596777142,0.915750296427216,0.0207559503210674,0.911669655109382,0.0131794238647966
"285",285,0.907155587987713,0.0283403849669618,0.915636976559972,0.0207174991348483,0.911548276335939,0.0131516552245629
"286",286,0.907032128744627,0.0282914152889864,0.91548535138549,0.0206662308865562,0.911407730762681,0.0131196144858316
"287",287,0.906858679337849,0.0282228577398208,0.915348409912115,0.0206200894630933,0.91126669204706,0.0130875737471003
"288",288,0.906668046714783,0.0281477709002586,0.915256796385639,0.020589328514118,0.911153466560674,0.0130619411561153
"289",289,0.906435163595193,0.0280563608347045,0.915095914095241,0.0205354968534113,0.91105878322711,0.0130405806636278
"290",290,0.90615974118553,0.0279486275431586,0.914942160848135,0.0204842286051191,0.910916265084403,0.0130085399248965
"291",291,0.905975490899942,0.0278768053487947,0.914787875582872,0.020432960356827,0.91082092422769,0.012987179432409
"292",292,0.905790605268542,0.0278049831544308,0.914625317435283,0.0203791286961203,0.910715687647573,0.0129636828906727
"293",293,0.905638815378095,0.0277462195408603,0.914485503063866,0.0203329872726574,0.910562090239792,0.0129295061026927
"294",294,0.905461120706116,0.0276776619916947,0.914321827678149,0.0202791556119506,0.910398334099348,0.0128931932654639
"295",295,0.905342253280493,0.0276319569589177,0.914196697007839,0.0202381410133169,0.910311343786636,0.0128739688222252
"296",296,0.905171865085356,0.0275666640549505,0.914008362580588,0.0201766191153664,0.910117374457461,0.0128312478372501
"297",297,0.904975254435782,0.0274915772153882,0.913850885206389,0.0201253508670742,0.910039523716531,0.0128141594432601
"298",298,0.904863751245711,0.0274491368278096,0.913653373465946,0.0200612655567091,0.909951645747568,0.0127949350000214
"299",299,0.904708842384913,0.0273903732142391,0.913542394478588,0.0200253777829046,0.909814486418531,0.0127650303105388
"300",300,0.904562048622899,0.027334874245867,0.913407182064221,0.0199817997718563,0.909627716967845,0.0127244453748126
